type,title,content
faq,Can you help me with: 77.	What procedure is adopted by the Permanent Lok Adalat (Public Utility Services) while conducting conciliation proceedings or deciding a dispute on merit.?,"Permanent Lok Adalat shall be guided by the principles of natural justice, objectivity, fair play, equity and other principles of justice as per Section 22-D of the Legal Services Authorities Act, 1987."
faq,"Help me know about: 86.	How does NALSA and other Legal Services Institutions collaborate with other legal aid organizations, nationally and internationally?","They collaborate both at national and international levels to share resources, expertise, and best practices. At national level, they collaborate with Ministries, NGOs, Law Schools and Judicial Academies to conduct seminars, workshops, campaigns etc. At international level, they collaborate with international bodies, organizations etc. to share their resources and expertise."
faq,Where can I get help if I'm a crime victim?,You can approach the DLSA or police to get immediate help and legal support.
faq,54.	Will the information given by a legal aid applicant be safe and privileged with the Legal Services Institutions?,"Yes, the personal information of the clients approaching the Legal Services Authorities is kept confidential."
faq,Legal guidance needed: 30.What is the income parameter for grant of legal aid to a person?,"Based on Section 12 (h) of the Legal Services Authority Act,1987 and the prevailing State Regulation regarding grant of Legal Aid to a person having annual income less than a prescribed limit, a person may get free legal aid. Those persons who have annual income of less than the amount prescribed by the respective State Government, if the case is before any court other than the Supreme Court, and less than Rs. 5 Lakhs, if the case is before the Supreme Court, are eligible for free legal aid. The income ceiling limit as prescribed by different States/Union Territories is as under:S.NoS. No. States/Union Territories Income Ceiling Limit (Per Annum)Income Ceiling Limit (Per Annum)1.Andhra PradeshRs.3,00,000/-2.Arunachal PradeshRs.1,00,000/-3.AssamRs.3,00,000/-4.BiharRs.1,50,000/-5.ChhattisgarhRs. 1,50,000/-6.GoaRs.3,00,000/-7.GujaratRs.1,00,000/-8.HaryanaRs.3,00,000/-9.Himachal PradeshRs.3,00,000/-10.Jammu & KashmirRs.1,00,000/-11.JharkhandRs.3,00,00012.KarnatakaRs.3,00,00013.KeralaRs.300,00014.Madhya PradeshRs.1,00,00015.MaharashtraRs.3,00,00016.ManipurRs.3,00,00017.MeghalayaRs.1,00,00018.MizoramRs. 25,00019.NagalandRs.1,00,00020.OdishaRs.3,00,00021.PunjabRs.3,00,00022.RajasthanRs.3,00,00023.SikkimRs. 3,00,00024.TelanganaRs.1,00,00025.Tamil NaduRs.3,00,00026.TripuraRs. 1,50,00027.Uttar PradeshRs.1,00,00028.UttarakhandRs.3,00,00029.West BengalRs. 1,00,00030.Andaman & Nicobar IslandsRs.3,00,00031.Chandigarh UTRs.3,00,00032.Dadra & Nagar Haveli UTRs.15,00033.Daman & DiuRs.1,00,00034.DelhiGeneral –Rs. 3,00,000, Senior citizen- Rs. 4,00,000, Transgender – Rs. 4,00,00035.LakshadweepRs.9,00036.PuducherryRs.1,00,000As per Section 13(2) of the Legal Services Authorities Act, 1987, an affidavit made by a person as to his income is generally regarded as sufficient for making him/her eligible for the entitlement of legal services under the Act, unless the concerned Authority has reasons to question or disbelief such affidavit."
faq,What should I do for: 68.	what is a ‘public utility service’??,"A ‘Public Utility Service’, as defined by Section 22-A(b) of the Legal Services Authorities Act, 1987, means any-Transport service for the carriage of passengers or goods by air, road or water; orPostal, telegraph or telephone service; orsupply of power, light or water to the public by any establishment; orSystem of public conservancy or sanitation; orService in hospital or dispensary; orinsurance service; orEducation or educational institutions;Housing and real-estate services and includes any service which the Central Government or the State Government, as the case may be, may, in the public interest, by notification declare to be a public utility service for the purpose of Chapter VI-A of the Act."
faq,Can you help me with: 19. How can a child apply for grant of free legal aid??,A child can apply for legal aid through his parents/ legal guardian.
faq,Can you help me with: 66.	What are the benefits of getting a case referred to Lok Adalat??,"There are many advantages of settlement of a case in the Lok Adalat, some of which are as follows:The cases are determined with utmost expedition, thus saving the valuable time of the parties.There is no fees to be paid in the Lok Adalat. The parties are not required to engage any Advocate. Even the Court Fees paid by the parties would be returned, if the case is amicably settled. Thus, the parties would be saving their money.Since the award of Lok Adalat is prepared on the basis of compromise between the parties, they would maintain their friendly relationships.An award passed by the Lok Adalat is deemed to be a decree of a civil Court. It is final and binding on all the parties to the dispute. No appeal would lie to any Court against the award. There is finality to the litigation."
faq,How do I go about 28. can persons avail of legal aid services at the time of production and remand hearings in magistrate courts??,"Yes, persons can avail of free legal aid services at the time of production and remand hearing in Magistrate Courts including the courts of Executive Magistrates."
faq,12. How can one approach NALSA/ SLSA/ DLSA/ TLSC/ HCLSC/ SCLSC? Where can an application for legal aid be made?,"One may approach the NALSA/SLSA/DLSA/TLSC/HCLSC/SCLSC personally; or by post; or through NALSA’s Legal Services Management System (LSMS) portal; or through e-mail. Depending upon the territorial and subject matter jurisdiction of the case, an individual should approach the following appropriate authority:Taluka Legal Services Committee which is in the premises of the Court in that Taluka; orDistrict Legal Services Authority which is in the premises of the District Court in the District Headquarters; orThe concerned State Legal Services Authority (as the State Legal Services Authorities maintain a central panel for some categories of cases such as for the Tribunals etc.);The High Court Legal Services Committee which is in the premises of the concerned High Court; orThe Supreme Court Legal Services Committee for cases before the Hon’ble Supreme Court.Each District Legal Services Authority, High Court Legal Services Committee and State Legal Services Authority has a Front Office where an application for legal aid can be filed.One can even access and apply on the online portal of NALSA (https://nalsa.gov.in/) or the website of the State Legal Services Authorities.One can also fill up the ready-made form/application form that is available at the nearest Legal Services Institution and submit the same at either the Legal Services Institution physically, or post the application to the Legal Services Institution.One can even make an application in writing on a simple piece of paper with the necessary details such as: name, gender, residential address, employment status, nationality, whether SC/ST (with proof in support), income per annum (with affidavit), the case for which legal aid is required etc. and submit it physically or send by postAnother option is to send the application online i.e. by email to NALSA (at nalsa-dla@nic.in). It is also possible to make an application orally – a Paralegal Volunteer or an officer of the concerned Legal Services Institution will assist the person in such cases."
faq,36. Can a wealthy businessman who is in custody in a case of cheating be given free legal aid?,"A person who is facing criminal trial and is in police/ judicial custody is entitled to get free legal aid irrespective of his financial status or social standing. There is no bar under Section 12 of the Legal Services Authorities Act, 1987 to provide Free Legal Aid to a wealthy businessman if he happens to be a prisoner."
faq,Legal guidance needed: 55.	Can one get free legal aid lawyer at any stage of case? Can one get free legal aid at the time of appeal even though a person had a personal lawyer before the appellate stage?,"Yes, one can apply to get free legal aid at any stage of the case as long as one is eligible to obtain free legal services as per Section 12 of the Legal Services Authorities Act, 1987. Even if a person had a personal lawyer before and now requires a legal aid lawyer only at the stage of appeal (and is eligible under Section 12 of the Legal Services Authorities Act, 1987), the person can make an application to avail the same. Even if a person has engaged a private lawyer, he/ she can also get second opinion from Panel Lawyers."
faq,What are the steps involved in 58.	can one appeal if the application for free legal services is rejected??,"According to Regulation 7(5) of the National Legal Services Authority (Free and Competent Legal Services) Regulations 2010, the application for legal services will be scrutinized by the Member-Secretary or the Secretary and if any individual is aggrieved by the decision made upon their application, he/she has an option to appeal to the Executive Chairman or Chairman of the Legal Services Institution and the decision resulting from the appeal would be a final one."
faq,43.	Who is a Legal Aid Defence Counsel?,Legal Aid Defence Counsels are appointed by the District Legal Services Authority to provide legal representation in criminal matters within the district. They are attached to the Legal Aid Defence Counsel office and are dedicated only to provide legal aid services i.e. they cannot take up any private legal cases. They are neither Government pleaders or advocates nor public servants.
faq,"How do I go about 76.	whether the permanent lok adalat (public utility services) is bound by the code of civil procedure, 1908 and the indian evidence act, 1872??","No, the Permanent Lok Adalat is not bound by the Code of Civil Procedure, 1908 and the Indian Evidence Act, 1872."
faq,What are the steps involved in 63.	can a person get legal advice for more than one matter??,"Yes, a person can get legal advice for more than one matter."
faq,What is the procedure for: 27. can persons called for questioning at the police station or persons arrested by the police avail free legal aid??,"Yes, as per NALSA’s Early Access to Justice at Pre-Arrest, Arrest and Remand framework, persons called for questioning i.e. suspects and persons arrested by the police can also avail free legal aid."
faq,"45.	What types of legal matters do the Legal Services Institutions under the Legal Services Authorities Act, assist with?","The Legal Services Institutions under the Legal Services Authorities Act, 1987 provide legal aid and assistance in civil as well as criminal cases. They also provide assistance in quasi- criminal or judicial cases. They also provide legal assistance and legal aid in cases before Tribunals and Forums."
faq,I want to understand 55.	can one get free legal aid lawyer at any stage of case? can one get free legal aid at the time of appeal even though a person had a personal lawyer before the appellate stage?,"Yes, one can apply to get free legal aid at any stage of the case as long as one is eligible to obtain free legal services as per Section 12 of the Legal Services Authorities Act, 1987. Even if a person had a personal lawyer before and now requires a legal aid lawyer only at the stage of appeal (and is eligible under Section 12 of the Legal Services Authorities Act, 1987), the person can make an application to avail the same. Even if a person has engaged a private lawyer, he/ she can also get second opinion from Panel Lawyers."
faq,Help me know about: 80.	Whether the Award passed by the Permanent Lok Adalat (Public Utility Services) is deemed to be a decree of a civil court ?,"Yes, the Award passed by the Permanent Lok Adalat (Public Utility Services) shall be deemed to be a decree of a civil court and executable as if it were a decree made by that court."
faq,"What should I do for: 14. can one get free legal consultation only, even if one does not want to pursue a proper case in the courts??","Yes, it is possible to get legal consultation only (which is covered under “legal advice and assistance”)."
faq,What are the steps involved in 64. what is a lok adalat??,"Lok Adalat is a forum for alternative dispute resolution in India. It is a people’s court where disputes are settled amicably, without the need for lengthy court proceedings."
faq,83.	How does NALSA and other Legal Services Institutions promote legal awareness?,NALSA as well as other Legal Services Institutions regularly conduct legal literacy and awareness programmes about the rights of the weaker and marginalized sections of the society. These awareness and legal literacy programmes are organized not only in cities and towns but also in rural and remote areas. Legal Literacy Clubs and Clinics have also been set up in schools and colleges. The activities conducted are duly reported in NALSA’s newsletters and annual reports.
faq,"How do I go about 31. if a person has an annual income which is more than the amount prescribed under the legal services authorities act/ extant rules in this regard in the different states, can he still get free legal aid if he falls within any other category of beneficiaries enlisted in section 12 of the legal services authorities act??","Yes. If he falls within any other category mentioned in Section 12 of the Legal Services Authorities Act, 1987. For e.g. a man from the Scheduled Tribe, even if he is earning Rs. 10 lakhs per annum, is eligible for free legal aid."
faq,Can you help me with: 80.	Whether the Award passed by the Permanent Lok Adalat (Public Utility Services) is deemed to be a decree of a civil court ??,"Yes, the Award passed by the Permanent Lok Adalat (Public Utility Services) shall be deemed to be a decree of a civil court and executable as if it were a decree made by that court."
faq,"Legal guidance needed: 59.	How will a person get an intimation/information of the acceptance, success, failure, etc. of his application?","Once the application is scrutinized by the concerned authorities, the information of its success or failure is given to the applicant in the following ways:If the application was made physically at the front office of any Legal Services Institution, an address (either residential or email) for correspondence is usually noted and information regarding the application is sent to the same.If the application is made online via the LSMS Portal via the NALSA website, an application number is generated, and the appropriate Legal Services Institution is contacted. The applicant can track the status of the application on the online portal itself.If the application has been received from Government Departments / Centralized Public Grievance Redress and Monitoring System (CPGRAM), an email is sent to the applicant. The applicant can also get a scanned copy of the application on the CPGRAM website. Remarks regarding the application are also made on CPGRAM website and the website of the Legal Services Institution."
faq,Legal guidance needed: 3. What are the State Legal Services Authorities? What are their roles and responsibilities?,"A State Legal Services Authority (SLSA) is constituted for every State/Union Territory under Section 6 of the Legal Services Authorities Act, 1987. The SLSA is headed by the Chief Justice of the High Court of the respective State, as its Patron-in-Chief. SLSAs give effect to the policy and directions of NALSA, and are assigned the following functions under Section 7 of the Legal Services Authorities Act, 1987:Give legal service to persons who satisfy the criteria laid down under Section 12 of the Legal Services Authorities Act, 1987;Conduct Lok Adalats, including Lok Adalats for High Court cases;Undertake preventive and strategic legal aid programmes; andPerform such other functions as the State Authority may, in consultation with NALSA, fix by Regulations."
faq,How do I go about 17. whether a financially independent woman is eligible for free legal aid??,"Yes, a woman is entitled for free legal aid irrespective of her income or financial status. A woman is eligible to apply for free legal aid by virtue of Section 12(c) of the Legal Services Authorities Act, 1987."
faq,"Help me know about: 25. Is a person who is in custody, including custody in a protective home or in a psychiatric hospital or psychiatric nursing home eligible for free legal aid?","Yes. Section 12 of the Legal Services Authorities Act, 1987 provides for the same."
faq,What should I do for: 66.	what are the benefits of getting a case referred to lok adalat??,"There are many advantages of settlement of a case in the Lok Adalat, some of which are as follows:The cases are determined with utmost expedition, thus saving the valuable time of the parties.There is no fees to be paid in the Lok Adalat. The parties are not required to engage any Advocate. Even the Court Fees paid by the parties would be returned, if the case is amicably settled. Thus, the parties would be saving their money.Since the award of Lok Adalat is prepared on the basis of compromise between the parties, they would maintain their friendly relationships.An award passed by the Lok Adalat is deemed to be a decree of a civil Court. It is final and binding on all the parties to the dispute. No appeal would lie to any Court against the award. There is finality to the litigation."
faq,What are the steps involved in 70.	what type of disputes in public utility services the permanent lok adalats for public utility services would decide??,"The Permanent Lok Adalats for Public Utility Services would decide disputes relating to deficiency in service, claims for damages/ compensation, recovery of money, etc., pertaining to all Public Utility services."
faq,"What should I do for: 46.	can legal services institutions under the legal services authorities act, 1987, assist with matters related to family disputes and domestic violence??","Yes, even in matrimonial cases, legal aid is provided."
faq,How do I go about 36. can a wealthy businessman who is in custody in a case of cheating be given free legal aid??,"A person who is facing criminal trial and is in police/ judicial custody is entitled to get free legal aid irrespective of his financial status or social standing. There is no bar under Section 12 of the Legal Services Authorities Act, 1987 to provide Free Legal Aid to a wealthy businessman if he happens to be a prisoner."
faq,How do I go about 62.	how can one know the case status? where can one find the next date of hearing ??,"One can request one’s legal aid lawyer to give update about the case status and the next date of hearing. Additionally, one may download the ‘e-courts’ app on mobile phone or visit their website here- https://services.ecourts.gov.in/ecourtindia_v6/ and enter the case details to find out all information related to the case."
faq,How do I go about 54.	will the information given by a legal aid applicant be safe and privileged with the legal services institutions??,"Yes, the personal information of the clients approaching the Legal Services Authorities is kept confidential."
faq,How do I go about 7. what are legal services? what is included in free legal aid provided by the legal services institutions? what is the nature of free legal services??,"According to Section 2(c) of the Act, “legal services” includes any service in the conduct of any case or other legal proceeding before any court or other authority or tribunal and the giving of advice on any legal matter. It includes free legal services in civil and criminal matters for those poor and marginalized people who cannot afford the services of a lawyer for the conduct of a case or a legal proceeding in any Court, Tribunal or Authority. Provision of free legal aid may include:Representation by an Advocate in legal proceedings;Payment of process fees, expenses of witnesses and all other charges (charges such as court fees, stamp duty etc.) payable or incurred in connection with any legal proceedings in appropriate cases (provided that Court Fees will be payable only after an application moved before the concerned Court for suing as an indigent has been disposed of and orders of the Court obtained thereon);Preparation of pleadings, memo of appeal, paper book including printing and translation of documents in legal proceedings;Drafting of legal documents, special leave petition etc.;Supply of certified copies of judgments, orders, notes of evidence and other documents in legal proceedings.Free Legal Services also include provision of aid and advice to the beneficiaries to access the benefits under the welfare statutes and schemes framed by the Central Government or the State Government and to ensure access to justice in any other manner."
faq,How do I go about 72.	how can one file an application before the permanent lok adalats for public utility services??,"An application can be filed before the Permanent Lok Adalats for Public Utility Services on a plain paper depicting the true and correct facts and the details of the person/Authority/public utility services provider against whom relief is claimed, on any working day. Such an application should however, be accompanied by supporting documents and copies to be furnished to the opposite party."
faq,Can a juvenile be sent to jail?,"Juveniles are sent to observation homes, not jails, under the Juvenile Justice Act."
faq,Please explain: 26. Whether a person from Other Backward Class (OBC) is entitled to free legal aid like a person of the SC/ ST community?,"No. He may only be entitled if he falls within the other categories mentioned in Section 12 of the Legal Services Authorities Act, 1987."
faq,74.	Is there any condition to affix Court Fee on the application to be filed before Permanent Lok Adalat (Public Utility Services) ?,"No, there is no requirement of affixing any Court Fee."
faq,"Help me know about: 45.	What types of legal matters do the Legal Services Institutions under the Legal Services Authorities Act, assist with?","The Legal Services Institutions under the Legal Services Authorities Act, 1987 provide legal aid and assistance in civil as well as criminal cases. They also provide assistance in quasi- criminal or judicial cases. They also provide legal assistance and legal aid in cases before Tribunals and Forums."
faq,"What is the procedure for: 23. is a person under circumstances of undeserved want (such as being a victim of a mass disaster, ethnic, violence, caste atrocity, flood, drought, earthquake, or industrial disaster) eligible for free legal aid??","Yes. Section 12 of the Legal Services Authorities Act, 1987, provides for the same."
faq,How do I go about 24. is an industrial workman eligible for free legal aid??,"Yes. Section 12 of the Legal Services Authorities Act, 1987 provides for the same."
faq,How do I get bail in India?,You must apply for bail through your advocate. Courts may grant bail based on the severity of the offense.
faq,Can you help me with: 56.	What is the procedure adopted after a person submits an application for legal aid with the Legal Services Institutions??,"Legal aid is provided to the entitled persons through legal services authorities existing from the National to Taluka levels including the NALSA, State Legal Services Authorities, District Legal Services Authorities, Taluka Legal Services Committees, Supreme Court Legal Services Committee and High Court Legal Services Committees. If, however, an application or request for legal aid is received by NALSA, NALSA forwards the same to the concerned Legal Services Institution. Once the application is submitted with the proper authority, it would be perused by the concerned Legal Services Institution as to what action is needed upon the same. The information about the next step on the application would then be sent to the parties concerned. The action taken on an application received would vary from providing counselling/advice to the parties, providing a lawyer to represent them in the court, etc."
faq,Can you help me with: 37. Can a convict apply for free legal aid to challenge his conviction before the High Court or Supreme Court??,Yes. He can apply for free legal aid in these scenarios as well. He may apply through the prison authorities or the prison legal aid clinic established by the Legal Services Institutions along with the legal aid formal application and custody certificate.
faq,What should I do for: 60.	when can legal aid be denied or withdrawn??,"Legal Aid can be denied at the initial stage before the application for legal aid is accepted. It can also be withdrawn at the later stage after the application has been accepted and legal aid has been provided. Legal aid can be denied or withdrawn in the following circumstances:Legal aid can be denied if a person is found ineligible under Section 12 of the Legal Services Authorities Act, 1987;Legal aid can be withdrawn if the aided person who applied under the income category is found to possess sufficient means;Legal aid can be withdrawn where the aided person obtained legal services by misrepresentation or fraud;Legal aid can be withdrawn where the aided person does not cooperate with the Legal Services Institution or with the Legal Services Advocate;Legal aid can be withdrawn where the person engages a legal practitioner other than the one assigned by the Legal Services Institution;Legal aid can be withdrawn in the event of death of the aided person except in the case of civil proceedings where the right or liability survives;Legal aid can be withdrawn where the application for legal service or the matter in question is found to be an abuse of the process of law or of legal services.Regulation 6 of the National Legal Services Authority (Free And Competent Legal Services) Regulations, 2010 provides that the applicant shall be informed that if free legal services have been obtained by furnishing incorrect or false information or in a fraudulent manner, the legal services shall be stopped forthwith and that the expenses incurred by the Legal Services Institutions shall be recoverable from him or her."
faq,Where can I get help if I'm a crime victim?,You can approach the DLSA or police to get immediate help and legal support.
faq,"Legal guidance needed: 25. Is a person who is in custody, including custody in a protective home or in a psychiatric hospital or psychiatric nursing home eligible for free legal aid?","Yes. Section 12 of the Legal Services Authorities Act, 1987 provides for the same."
faq,"What should I do for: 59.	how will a person get an intimation/information of the acceptance, success, failure, etc. of his application??","Once the application is scrutinized by the concerned authorities, the information of its success or failure is given to the applicant in the following ways:If the application was made physically at the front office of any Legal Services Institution, an address (either residential or email) for correspondence is usually noted and information regarding the application is sent to the same.If the application is made online via the LSMS Portal via the NALSA website, an application number is generated, and the appropriate Legal Services Institution is contacted. The applicant can track the status of the application on the online portal itself.If the application has been received from Government Departments / Centralized Public Grievance Redress and Monitoring System (CPGRAM), an email is sent to the applicant. The applicant can also get a scanned copy of the application on the CPGRAM website. Remarks regarding the application are also made on CPGRAM website and the website of the Legal Services Institution."
faq,What rights do children have under Indian law?,"Children have rights to education, protection, and development under various laws."
faq,What is the procedure for: 8. how is free legal aid different from legal advice and assistance??,"Legal aid is the provision of legal representation to a person in the District Courts, High Courts and Supreme Court or tribunals, by a lawyer assigned by the Legal Service Authority concerned.Legal Advice and Assistance is the provision of advice on general areas of law as governed by the laws of India by the lawyers employed with the Legal Services Institution concerned. For e.g. if a person has to file a case in court, he would be provided legal aid (in form of assignment of a Legal Services Advocate). However, if he only needs some help in drafting a legal notice to be sent prior to filing of a complaint under Section 138 of the Negotiable Instruments Act 1881, he would get legal consultation/ advice regarding the same. A person who does not come under the purview of Section 12 of Legal Services Authorities Act, 1987, to be eligible for free legal aid, can still avail legal advice and assistance from the Legal Services Institutions."
faq,Please explain: 10. Does one have to pay any charge/fee for acquiring or submitting an application form for free legal aid?,"No, there is absolutely no charge for getting or submitting an application form for free legal aid."
faq,I want to understand 4. what are the district legal services authorities and the taluka legal services committees? what are their roles and responsibilities?,"Section 9 of the Legal Services Authorities Act, 1987, provides for the constitution of the District Legal Services Authorities (DLSAs) by the State Government, in consultation with the Chief Justice of the High Court, for every District in the State, to exercise the powers and perform the functions conferred on, or assigned to, the DLSA under Sections 10 and 11 of the Legal Services Authorities Act, 1987. The DLSA is headed by the District & Sessions Judge of the respective district as the Chairman, DLSA.Similarly, Section 11A of the Legal Services Authorities Act, 1987, provides for the constitution of the Taluka Legal Services Committees (TLSC) by the State Authority for each Taluka or mandal or for a group of Talukas or mandals, to exercise the powers and perform the functions conferred on, or assigned to them, under Section 11B of the Legal Services Authorities Act, 1987. The TLSC is headed by the senior Civil Judge operating within its jurisdiction as the ex-officio Chairman.As per Sections 10 and 11 of the Legal Services Authorities Act, 1987, it shall be the duty of every DLSA to perform such of the functions of the State Authority in the District as may be delegated to it from time to time by the State Authority. The DLSA may perform all or any of the following functions, namely:Coordinate the activities of the TLSC and other legal services in the District;Organize Lok Adalats within the District;Perform such other functions as the State Authority may fix by regulations.The DLSAs are expected to act in coordination with other agencies and be subject to directions given by the NALSA, for promoting the cause of legal services to the poor.As per Section 11B of the Legal Services Authorities Act, 1987, it shall be the duty of every TLSC to:Co-ordinate the activities of legal services in the Taluka;Organize Lok Adalats within the Taluka; andPerform such other functions as the DLSA may assign to it."
faq,How do I go about 66.	what are the benefits of getting a case referred to lok adalat??,"There are many advantages of settlement of a case in the Lok Adalat, some of which are as follows:The cases are determined with utmost expedition, thus saving the valuable time of the parties.There is no fees to be paid in the Lok Adalat. The parties are not required to engage any Advocate. Even the Court Fees paid by the parties would be returned, if the case is amicably settled. Thus, the parties would be saving their money.Since the award of Lok Adalat is prepared on the basis of compromise between the parties, they would maintain their friendly relationships.An award passed by the Lok Adalat is deemed to be a decree of a civil Court. It is final and binding on all the parties to the dispute. No appeal would lie to any Court against the award. There is finality to the litigation."
faq,Legal guidance needed: 26. Whether a person from Other Backward Class (OBC) is entitled to free legal aid like a person of the SC/ ST community?,"No. He may only be entitled if he falls within the other categories mentioned in Section 12 of the Legal Services Authorities Act, 1987."
faq,Please explain: 21. Are Senior Citizens eligible for free legal aid?,"Senior citizens’ eligibility for free legal aid depends on the rules framed by the respective State Governments in this regard. In Delhi for example, senior citizens are eligible for free legal aid subject to prescribed ceiling of annual income for senior citizens i.e. Rs. 4 lacs per annum. One may look into the specific State regulations on legal services to check eligibility."
faq,How do I go about 47.	can legal services institutions under the act provide assistance in accessing justice for victims of sexual harassment or assault??,"Yes. Legal Services Institutions are duty bound to provide legal aid to such categories of persons as well as per Section 12(c) of the Legal Services Authorities Act, 1987. Section 40 of the Protection of Children from Sexual Offences Act, 2012 also provides for the same. NALSA has also come up with a Scheme titled “Compensation Scheme for Women Victims/Survivors of Sexual Assault/other Crimes – 2018”, which has been used as a template by other States to formulate a Scheme for victim compensation. Victims of sexual crimes are paid compensation in terms of the prevailing schemes for victim compensation and the SLSAs are the disbursement authority for the compensation."
faq,What is the procedure for: 64. what is a lok adalat??,"Lok Adalat is a forum for alternative dispute resolution in India. It is a people’s court where disputes are settled amicably, without the need for lengthy court proceedings."
faq,"What is the procedure for: 39. can a person get free legal aid to challenge an order rejecting, dismissing or cancelling bail when the criminal appeal is pending before the high court or supreme court??",The grant of legal aid can be considered for filing a petition before the High Courts or Supreme Court against any interlocutory order including the rejection of bail. Such a person can get free Legal Aid if he/she satisfies the conditions and eligibility criteria as laid down under Section 12 of the Legal Services Authorities Act.
faq,What should I do for: 8. how is free legal aid different from legal advice and assistance??,"Legal aid is the provision of legal representation to a person in the District Courts, High Courts and Supreme Court or tribunals, by a lawyer assigned by the Legal Service Authority concerned.Legal Advice and Assistance is the provision of advice on general areas of law as governed by the laws of India by the lawyers employed with the Legal Services Institution concerned. For e.g. if a person has to file a case in court, he would be provided legal aid (in form of assignment of a Legal Services Advocate). However, if he only needs some help in drafting a legal notice to be sent prior to filing of a complaint under Section 138 of the Negotiable Instruments Act 1881, he would get legal consultation/ advice regarding the same. A person who does not come under the purview of Section 12 of Legal Services Authorities Act, 1987, to be eligible for free legal aid, can still avail legal advice and assistance from the Legal Services Institutions."
faq,"Please explain: 9. Whether one needs to pay for legal services provided by Legal Services Institutions constituted under the Legal Services Authorities Act, 1987?",No. Legal services provided by the Legal Services Institutions are completely free of cost to the beneficiary. All costs involved are borne by the Legal Services Institutions.
faq,Please explain: 36. Can a wealthy businessman who is in custody in a case of cheating be given free legal aid?,"A person who is facing criminal trial and is in police/ judicial custody is entitled to get free legal aid irrespective of his financial status or social standing. There is no bar under Section 12 of the Legal Services Authorities Act, 1987 to provide Free Legal Aid to a wealthy businessman if he happens to be a prisoner."
faq,"Can you help me with: 9. Whether one needs to pay for legal services provided by Legal Services Institutions constituted under the Legal Services Authorities Act, 1987??",No. Legal services provided by the Legal Services Institutions are completely free of cost to the beneficiary. All costs involved are borne by the Legal Services Institutions.
faq,Legal guidance needed: 43.	Who is a Legal Aid Defence Counsel?,Legal Aid Defence Counsels are appointed by the District Legal Services Authority to provide legal representation in criminal matters within the district. They are attached to the Legal Aid Defence Counsel office and are dedicated only to provide legal aid services i.e. they cannot take up any private legal cases. They are neither Government pleaders or advocates nor public servants.
faq,"46.	Can Legal Services Institutions under the Legal Services Authorities Act, 1987, assist with matters related to family disputes and domestic violence?","Yes, even in matrimonial cases, legal aid is provided."
faq,50.	Can Legal Services Institutions assist in matters related to consumer rights and disputes?,Yes. One can approach the nearest Legal Services Institution for such cases through the standard procedure of applying for legal aid.
faq,What are the steps involved in 66.	what are the benefits of getting a case referred to lok adalat??,"There are many advantages of settlement of a case in the Lok Adalat, some of which are as follows:The cases are determined with utmost expedition, thus saving the valuable time of the parties.There is no fees to be paid in the Lok Adalat. The parties are not required to engage any Advocate. Even the Court Fees paid by the parties would be returned, if the case is amicably settled. Thus, the parties would be saving their money.Since the award of Lok Adalat is prepared on the basis of compromise between the parties, they would maintain their friendly relationships.An award passed by the Lok Adalat is deemed to be a decree of a civil Court. It is final and binding on all the parties to the dispute. No appeal would lie to any Court against the award. There is finality to the litigation."
faq,What should I do for: 38. is a victim or a complainant who is aggrieved by an order of a court entitled to grant of free legal aid??,"Yes, if he meets the eligibility criteria of Section 12 of the Legal Services Authorities Act, 1987."
faq,What should I do for: 48.	how can legal services institutions assist victims of domestic violence??,"A victim of domestic violence can file an application for free legal aid in her nearest Legal Services Institution. She can also seek compensation under the NALSA’s Compensation Scheme for Women Victims/Survivors of Sexual Assault/Other Crimes – 2018. The concerned Legal Services Institution can assist such a woman in filing court cases. Such a woman can also be provided counselling services. Further, the Legal Services Institution can also collaborate with various NGOs, Women Cells etc. which can then provide specialised assistance in such cases."
faq,Please explain: 35. Is there any income criteria to be considered while considering the question of grant of legal aid to a person of SC/ ST community?,No. The very fact that a person belongs to the SC/ST community entitles him to get free legal aid. The legal aid application needs to be supported by a certificate issued by the appropriate authority in this regard.
faq,How do I go about 1. what is the national legal services authority (nalsa)? where are its offices situated??,"The National Legal Services Authority (NALSA) is the central authority, constituted under the Legal Services Authorities Act, 1987, to provide free and competent legal services to the weaker sections of the society to ensure that opportunities for securing justice are not denied to any citizen by reason of economic or other disabilities, and to organize Lok Adalats for amicable and faster settlement of disputes. It coordinates and monitors the functioning of the Legal Services Institutions constituted across India for proper implementation of legal aid programmes. It was formed on 9th November 1995 and is headed by the Chief Justice of India as the Patron-in-Chief. The NALSA Office is located in the Additional Building Complex of the Supreme Court of India, Tilak Marg, New Delhi (110001). The NALSA Centre for Citizen Services is set up at Jaisalmer House, Man Singh Road, New Delhi-110011. One can approach any of the NALSA Offices during office hours on all working days."
faq,32. Can an application for grant of legal services be made by a person on behalf of another based on a general power of attorney?,"Generally no. The application for legal aid has to be made in person generally and not through an authorized representative (except in cases of children or person with mental illness). The legal aid application has to be accompanied by the Affidavit sworn by the person seeking grant of legal aid (when a person is claiming free legal aid based on annual income criteria) and such an Affidavit cannot be made on behalf of some other person. However, in some cases, if the person seeking legal aid is incapacitated for some reason to apply in person for legal aid, his duly authorized representative/ person holding his General Power of Attorney may apply for legal aid."
